Código;Alimento;Agua (g);Energía (kcal);Proteínas (g);Lípidos (g);Ácidos Grasos Saturados (g);Ácidos Grasos Monoinsaturados (g);Ácidos Grasos Poliinsaturados (g);Colesterol (mg);Hidratos de Carbono (g);Fibra (g);Cenizas (g);Sodio (mg);Potasio (mg);Calcio (mg);Fósforo (mg);Hierro (mg);Zinc (mg);Niacina (mg);Folatos (µg);Vitamina A (µg RAE);Tiamina (B1) (mg);Riboflavina (B2) (mg);Vitamina B12 (µg);Vitamina C (mg);Vitamina D (UI)
2;Almidón de maíz;8.32;362.97;0.26;0.05;0.009;0.016;0.025;0;90.37;0.9;0.09;9;3;2;13;0.47;0.06;0;0;0;0;0;0;0;0
2;Amaranto;9.84;320.27;14.45;6.51;1.662;1.433;2.891;0;50.97;15.2;3.03;21;366;153;455;7.59;3.18;1.29;49;0;0.08;0.208;0;0;0
2;Arroz blanco;12.5;346.2;6.9;0.2;0.054;0.061;0.052;0;79.2;0;1.2;4;78;9;93;0.7;1.19;4.7;9.27;0;0.038;0.091;0;0;0
2;Arroz integral;7.76;343.44;14.73;1.08;0.156;0.159;0.676;0;68.7;6.2;1.53;7;427;21;433;1.96;5.96;6.73;95;1;0.115;0.262;0;0;0
2;Avena arrollada;8.8;349.5;16;6.3;1.11;1.98;2.3;0;57.2;9.8;1.9;4;350;52;474;4.2;3.07;0.78;32;0;0.73;0.14;0;0;0
2;Arveja semilla seca entera cruda;11.6;296.7;22.5;2.9;0.402;0.605;1.237;0;45.15;13.5;2.56;14.1;1096;52.2;340;4.3;4.2;2.81;266;7;0.705;0.208;0;0;0
2;Arveja semilla seca partida cruda ó germen de trigo;11.1;309.3;22;2.9;0.162;0.244;0.499;0;48.8;12.2;2.65;16;988;51;349;4.5;3.7;2.92;277;7;0.733;0.217;0;0;0
2;Barras de cereales;14.5;368.3;4.4;7.5;1.5;5;0.9;0;70.8;2.1;0.7;297;197;41;103;4.86;4.1;13.5;108;608;1;1.1;0;0;0
2;Turron;14.5;368.3;4.4;7.5;1.5;5;0.9;0;70.8;2.1;0.7;297;197;41;103;4.86;4.1;13.5;108;608;1;1.1;0;0;0
2;Bizcochos de grasa;7;458.8;6;24;11.96;10.04;0.96;26;54.7;6.4;1.9;628;148;35;143;5.2;0.5;4.38;370.1;5;0.83;0.41;0;0;0
2;Mantecado;7;458.8;6;24;11.96;10.04;0.96;26;54.7;6.4;1.9;628;148;35;143;5.2;0.5;4.38;370.1;5;0.83;0.41;0;0;0
2;Tortitas Jachaleras;7;458.8;6;24;11.96;10.04;0.96;26;54.7;6.4;1.9;628;148;35;143;5.2;0.5;4.38;370.1;5;0.83;0.41;0;0;0
2;Bollitos de anis;9;370;11.5;4.4;1.5;1.4;0.9;0;71.1;1.4;2.6;171;97;212;125;1.24;0.9;4.3;0;34.8;0.2;0.5;0;0;0
2;Bizcochos tipo Bay Biscuit;9;370;11.5;4.4;1.5;1.4;0.9;0;71.1;1.4;2.6;171;97;212;125;1.24;0.9;4.3;0;34.8;0.2;0.5;0;0;0
2;Cappelettis;37.55;266.71;8.22;8.39;1.62;2.01;3.46;28;39.58;3.05;1.4;39.24;197;44.4;141.3;1.8;1.28;1.12;21.16;49.25;0.158;0.12;0.095;0;0
2;Puflito;3;365.2;7;0.8;0.19;0.11;0.32;0;82.5;3.5;3.2;725;90;7;50;7.9;0.27;17.9;19;537;1.3;1.53;5.4;0;0
2;Tutuca;3;365.2;7;0.8;0.19;0.11;0.32;0;82.5;3.5;3.2;725;90;7;50;7.9;0.27;17.9;19;537;1.3;1.53;5.4;0;0
2;Copos de cereales azucarados;3;365.2;7;0.8;0.19;0.11;0.32;0;82.5;3.5;3.2;725;90;7;50;7.9;0.27;17.9;19;537;1.3;1.53;5.4;0;0
2;Chipá;21.2;369.46;3.33;12.14;7.07;4.36;0.36;56;61.72;0.63;0.86;105.8;32.7;30.91;27.46;1.28;0.48;0.03;7.1;102.85;0.021;0.075;0.205;0;0
2;Churros;24;453.52;6.11;28.76;11.85;9.77;6.084;68;42.56;2.44;2.89;58.66;103.2;11.66;105.56;2.78;0.96;1.7;244.94;157;0.511;0.146;0.09;0;0
2;Facturas rellenas;28;336.97;4.13;13.05;7.16;4.8;0.38;45;50.75;1.81;2.26;47.87;96.3;13.17;78.6;3.27;0.67;1.08;147.93;104;0.307;0.099;0.05;0;0
2;Facturas simples;30;354.25;5.42;18.53;10.19;6.81;0.53;63;41.45;2.16;2.44;54.7;91.4;10.52;93.72;2.19;0.9;1.39;182.06;148;0.393;0.13;0.092;0;0
2;Fideos frescos crudos;27.26;284.99;10.6;4.79;0.84;1.1;0.94;104;49.87;3.53;2.4;38.84;167.2;21.38;180.68;1.72;1.63;1.35;29.3;32.5;0.22;0.188;0.29;0;0
2;Fideos secos;10.25;355.74;12.78;1.58;0.225;0.186;0.647;0;72.6;2.4;0.39;7;162;18;150;4.3;1.21;3;392;0;0.72;0.19;0;0;0
2;Galletas de arroz;5.8;374.7;7.1;4.3;0.875;1.582;1.52;0;76.9;4.2;1.7;71;428;11;360;1.5;3;7.81;21;0;0.06;0.29;0;0;0
2;Galletitas de harina blanca;5.1;433.5;13.5;15.5;3.79;9.3;2.4;0;60;2;3.9;323;99;44;174;3.43;0;2.4;316.2;0;0.63;0.61;0;0;0
2;Galletitas tipo Express;5.1;433.5;13.5;15.5;3.79;9.3;2.4;0;60;2;3.9;323;99;44;174;3.43;0;2.4;316.2;0;0.63;0.61;0;0;0
2;Galletitas integrales;5.4;410.6;10.6;15.8;3.86;9.48;2.45;0;56.5;9.8;1.89;141;182;19;200;2;2.2;4.5;24;0;0.2;0.1;0;0;0
2;Galletitas dulces rellenas;2.2;480.4;4.5;20;2.979;8.437;7.551;0;70.6;1.5;1.2;349;91;27;75;3.21;0.4;3.12;149.8;0;0.471;0.283;0;0;0
2;Galletitas dulces simples tipo Manón;3;415.34;8.5;10.1;2.81;5.6;0.84;0;72.61;0.4;5.4;233;41;42;111;2.25;2.17;1.02;90;12;0.2;0.05;9;0;0
2;Garbanzos;11.53;304.56;19.3;6.04;0.626;1.358;2.694;0;43.25;17.4;2.48;24;875;105;366;6.24;3.43;1.54;557;3;0.477;0.212;0;0;0
2;Granola;3.5;383.42;8;5.5;1.39;1.54;1.03;1;75.48;5.7;1.8;237;407;60;267;2.63;1.93;1.87;24;1;0.3;0.17;0.1;0;0
2;Patay;3.58;219.85;4.62;0.65;0.09;0.197;0.216;0;48.88;40;2.27;35;827;348;79;2.94;0.92;1.9;29;1;0.053;0.461;0;0;0
2;Harina de Algarrobo;3.58;219.85;4.62;0.65;0.09;0.197;0.216;0;48.88;40;2.27;35;827;348;79;2.94;0.92;1.9;29;1;0.053;0.461;0;0;0
2;Harina de arroz;11.89;347.5;5.95;1.42;0.386;0.442;0.379;0;77.73;2.4;0.61;0;76;10;98;0.35;0.8;2.59;4;0;0.138;0.021;0;0;0
2;Harina de cebada;10;314.78;10.2;1.7;0.405;0.248;0.932;0;64.67;12.23;1.2;4.84;374.2;38.75;358.45;3.26;2.42;1.7;9.68;0;0.081;0.16;0;0;0
2;Harina de centeno;11;305.7;8.9;0.9;0.088;0.104;0.383;0;65.5;13;0.7;2.68;304.5;21.49;185.3;1.88;1.77;1.3;17.1;0;0.143;0.258;0;0;0
2;Harina de Maíz;10.7;361.84;11.1;3.2;0.412;0.798;1.372;0;72.16;1.74;1.1;25;269;12;87;2.61;0.33;2.4;44;10.1;0.189;0.131;0;0;0
2;Harina de Soja;7.25;282.5;47.01;1.22;0.136;0.208;0.533;0;20.87;17.5;6.15;20;2384;241;674;9.24;2.46;2.61;305;2;0.698;0.253;0;0;0
2;Harina de Trigo;13.1;340.14;10.3;2.7;0.427;0.239;1.135;0;68.66;4.6;0.64;10;176;11;171;4.5;1.8;3;398;0;0.849;0.22;0;0;0
2;Harina de Trigo integral;12.4;307.76;11.4;3;0.515;0.371;1.246;0;58.79;12.6;1.81;16;605;27;267;3.3;3.8;5.2;36.5;0;1.557;0.364;0;0;0
2;Lentejas;10.9;224;20.8;0.8;0.14;0.168;0.46;0;33.4;31.4;2.7;12;1104;46;265;3.86;3.72;1.5;446;2;0.385;0.189;0;0;0
2;Maíz grano entero;13.4;323.7;9.5;0.9;0.126;0.237;0.409;0;69.4;5.5;1.3;27;218;4.5;280;2.6;1.4;2.76;19;8.36;0.29;0.15;8;0;0
2;Masa tarta o empanadas;19.7;455.6;5.7;30.8;7.674;13.5;8.119;0;38.9;3.4;1.5;482;59;9;60;2.57;0.39;2.94;10;0;0.348;0.246;0;0;0
2;Masa de pizza;42.86;214.62;6.18;3.82;0.324;0.647;1.565;0;38.88;2.76;2.36;750;105.6;6.6;102.6;2.6;1.08;1.76;226.9;0;0.491;0.124;0;0;0
2;Ñoquis de papa;48.45;196.68;6.47;2.12;0.363;0.395;0.288;40;37.93;2.87;0.61;17.94;329;26.82;125;1.18;1.08;1.72;21.58;11.43;0.168;0.108;0.058;0;0
2;Pan de Centeno;37.3;233.7;8.5;3.3;0.626;1.311;0.799;0;42.5;5.8;2.5;660;166;73;125;2.83;1.14;3.81;51;0;0.434;0.335;0;0;0
2;Pan frances;29.8;256.3;8.4;0.7;0.147;0.279;0.159;0;54.1;2.8;1.4;136;175;19;136;3.33;1.8;3.3;318.6;0;0.732;0.382;0;0;0
2;Pan de Gluten;40;231.4;12.1;2.2;0.332;0.183;1.009;0;40.8;3;1.9;547;322;124;185;4.15;1.82;4.29;35;0;0.36;0.394;0;0;0
2;Pan de maiz;39.1;252.7;6.7;7.1;1.555;1.83;3.206;40;40.5;3;3.6;658;147;249;169;2.5;0.6;2.25;19;83;0.291;0.294;0.15;0;0
2;Pan de miga;29.8;256.3;8.4;0.7;0.147;0.279;0.159;0;54.1;2.8;1.4;136;175;19;136;3.33;1.8;3.3;318.6;0;0.732;0.382;0;0;0
2;Pan de salvado;35;223.2;9.8;1.6;0.366;0.76;0.305;0;42.4;9.2;2;112;338;68;209;1.2;1.46;4.75;27;0;0.429;0.31;0;0;0
2;Pan de viena;24.7;298.06;9.8;1.9;0.44;0.37;0.17;0;60.44;2.16;1;71;132;39;157;1.2;1.21;6.6;43;0;0.723;0.457;0;0;0
2;Pan lactal;34.8;260.6;7.7;2.6;0.391;0.527;1.401;0;51.6;2;1.3;336;111;32;96;3.18;0.59;3.73;27;12;0.431;0.352;0.02;0;0
2;Pan Lactal con salvado;37.7;233.4;9.7;4.2;0.917;1.68;1.003;0;39.2;6.9;2.3;527;252;72;229;3.3;1.94;3.84;50;0;0.351;0.205;0.01;0;0
2;Pan negro sin levadura;32.2;235.16;9.6;0.6;0.132;0.275;0.11;0;47.84;8.46;1.3;45;214;24;210;2.3;1.38;5.18;29.4;0;0.467;0.34;0;0;0
2;Pan rallado;6.51;371.02;13.35;5.3;1.203;1.023;2.06;0;67.48;4.5;2.86;732;196;183;165;7.78;1.45;7.9;392;0;1.587;0.533;0.35;0;0
2;Porotos;11.95;303.14;23.52;1.26;0.331;0.106;0.542;0;49.43;10.6;3.24;16;1112;110;424;8.27;3.37;2.08;633;3;0.853;0.226;0;0;0
2;Porotos de soja;8.54;408.86;36.49;19.94;2.884;4.404;11.255;0;20.86;9.3;4.87;2;1797;277;704;15.7;4.89;1.62;375;0;0.874;0.87;0;0;0
2;Semilla de Lino;9.3;356.6;13.1;5.8;0.59;1.535;2.347;0;63;5.9;2.9;21;740;60;410;9.25;3.3;2.93;49;0;0.198;0.396;0;0;0
2;Quinua semilla cruda;9.3;356.6;13.1;5.8;0.59;1.535;2.347;0;63;5.9;2.9;21;740;60;410;9.25;3.3;2.93;49;0;0.198;0.396;0;0;0
2;Ravioles frescos;37.55;266.71;8.22;8.39;1.62;2.01;3.46;28;39.58;3.05;1.2;39.24;197;44.4;141.3;1.8;1.28;1.12;21.16;49.25;0.158;0.12;0.095;0;0
2;Salvado de avena;6.55;335.75;17.3;7.03;1.328;2.376;2.766;0;50.82;15.4;2.89;4;566;58;734;5.41;3.11;0.93;52;0;1.17;0.22;0;0;0
2;Salvado de trigo;14;171.02;16.4;5.5;0.447;0.452;1.57;0;13.98;44.7;5.42;27;1304;74;904;9.2;9.6;19.1;56;0;1.058;0.5;0;0;0
2;Savado de trigo tipo all bran;3;247.88;12.5;3.32;0.54;0.74;2.04;0;42;32;7.18;258;1130;330;1130;16;6;16;41;525;1.2;1.4;20;0;0
2;Semola - vitina - anchi;12.4;332.9;11.7;0.9;0.2;0.1;0.4;0;69.5;3.9;1.6;11;149;12;132;2.71;1.1;3.6;72;0;0.183;0.124;0;0;0
2;Tapioca (harina de mandioca);10.99;352.1;0.19;0.02;0.005;0.005;0.003;0;87.79;0.9;0.11;1;11;20;7;1.58;0.12;0;4;0;0.004;0;0;0;0
2;Trigo grano entero crudo;12.7;305.2;12.4;2;0.301;0.186;0.686;0;59.4;10.4;3.1;9;355;14;333;2.62;2.84;3.91;34;0;0.336;0.088;0;0;0
2;Vainillas;6.2;400.14;10.2;8.9;2.49;4.97;0.74;0;69.81;0.19;4.7;111;138;69;339;2.28;1.04;1.79;164.6;6;1.64;3.1;4.3;0;0
2;Torta fritas;13.57;468.84;6.11;28.76;11.85;9.77;6.084;68;46.39;2.44;1.42;58.66;103.2;11.66;105.56;2.94;0.96;1.77;265.34;156.64;0.541;0.156;0.09;0;0
2;Bizcochos tipo Canale;9.8;388.5;11;8.5;2.89;2.7;1.74;0;67;1.4;2.3;20;73;194;110;4.01;0.9;2.5;0;34.8;0.056;0.111;0;0;0
2;Galleta de campo;29.8;264.7;8.4;0.7;0.147;0.279;0.159;0;56.2;2.8;1.4;136;175;19;136;3.41;1.8;3.34;300.9;27.9;0.742;0.382;0;0;0
2;Galleta marinera;10.5;360.74;12.8;0.7;0.171;0.42;0.108;0;75.81;0.09;0.1;30;10.3;16;115;3.24;0.51;4.36;405;0;0.991;0.45;0;0;0
2;Galletas de agua sin sal;5.1;433.5;13.5;15.5;3.79;9.3;2.4;0;60;2;3.9;109;99;44;174;3.43;0;1.1;316.2;0;0.63;0.61;0;0;0
2;Galletas integrales sin sal;5.4;410.6;10.6;15.8;3.86;9.48;2.45;0;56.5;9.8;1.89;74;182;19;200;2;2.2;4.5;28;0;0.2;0.1;0;0;0
2;Obleas + relleno correspondiente;12;438.7;4.9;21.1;5.16;12.66;3.27;0;57.3;0.7;4;208;43;46;128;2.95;0.11;1.56;149;0;0.376;0.123;0;0;0
2;Cucurucho + el relleno correspondiente;12;438.7;4.9;21.1;5.16;12.66;3.27;0;57.3;0.7;4;208;43;46;128;2.95;0.11;1.56;149;0;0.376;0.123;0;0;0
2;Cubanito + el relleno correspondiente;12;438.7;4.9;21.1;5.16;12.66;3.27;0;57.3;0.7;4;208;43;46;128;2.95;0.11;1.56;149;0;0.376;0.123;0;0;0
2;Grisines;10;341.84;12.5;0.2;0.04;0.12;0.031;0;72.51;0.09;4.7;628;148;24;143;4.65;0.53;4.52;388.6;0;0.979;0.467;0;0;0
2;Harina de quinua;13.7;335.8;9.1;2.6;0.28;0.741;1.13;0;69;3.1;2.5;14.2;496;181;61;3.7;0;0.68;33;0;0.16;0.21;0;0;0
2;Pan árabe;41.5;239.53;7.12;4.01;0.644;0.663;1.484;0;43.74;3.08;0.48;264;127.6;15.98;162;2.97;1.23;0.95;254;2;1.55;0.152;0.03;0;0
2;Pan criollo;25.26;309.53;10.06;3.93;1.957;1.642;0.157;11;58.48;0.09;2.18;631;290;34;81;5.39;2;7.45;299.2;42;1.19;0.54;0;0;0
2;Semita;25.26;309.53;10.06;3.93;1.957;1.642;0.157;11;58.48;0.09;2.18;631;290;34;81;5.39;2;7.45;299.2;42;1.19;0.54;0;0;0
2;Bollos;25.26;309.53;10.06;3.93;1.957;1.642;0.157;11;58.48;0.09;2.18;631;290;34;81;5.39;2;7.45;299.2;42;1.19;0.54;0;0;0
2;Tortillas;25.26;309.53;10.06;3.93;1.957;1.642;0.157;11;58.48;0.09;2.18;631;290;34;81;5.39;2;7.45;299.2;42;1.19;0.54;0;0;0
2;Harinitas (cada una: harina de maiz 5 gramos + azúcar 2 gramos);25.26;309.53;10.06;3.93;1.957;1.642;0.157;11;58.48;0.09;2.18;631;290;34;81;5.39;2;7.45;299.2;42;1.19;0.54;0;0;0
12;Amargo serrano;80;80;0;0;0;0;0;0;20;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Amargo serrano diet;99.8;0;0;0;0;0;0;0;0;0;0.2;45;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Bebidas a base de soja;89.26;47.08;3.75;2.08;0.214;0.326;0.833;0;3.34;1.3;0.27;12;141;4;49;0.58;0.23;0.15;2;2;0.161;0.07;0;0;0
12;Bebidas a base de soja light;95.2;17.8;0.6;0.2;0.199;0.303;0.774;0;3.4;0.3;0.25;11.25;131.1;48;45.57;1.12;0.21;0.14;1.86;48;0.149;0.065;0.06;0;0
12;Bebidas destiladas promedio;66.6;234;0;0;0;0;0;0;0;0;0;1;2;0;4;0.04;0.04;0.01;0;0;0.006;0.004;0;0;0
12;Cerveza con alcohol;94.32;40;0.3;0.06;0;0;0;0;1.51;0.1;0.1;4;25;5;13;0.02;0.01;0.45;6;0;0.006;0.026;0.02;0;0
12;Cerveza sin alcohol;93.5;23.6;0;0;0;0;0;0;5.9;0.1;0.1;4;25;5;13;0.02;0.01;0.45;6;0;0.006;0.026;0.02;0;0
12;Gaseosas;89.1;43.2;0.05;0;0;0;0;0;10.75;0;0.1;4;1;3;13;0.02;0.01;0;0;0;0;0;0;0;0
12;Gaseosas diet;99.8;0.4;0.1;0;0;0;0;0;0;0;0.1;6;2;4;0;0.04;0;0;0;0;0;0;0;0;0
12;Jugo tipo Cepita;87.93;47.55;0.06;0.11;0.019;0.05;0.033;0;11.58;0.1;0.22;3;119;7;7;0.37;0.03;0.1;0;0;0.021;0.017;0;23.52;0
12;Jugos en polvo;0.4;398.6;0.1;0.2;0.035;0.062;0.098;0;99.1;0;0.2;38;5;3;3;0.44;0;0.07;0;0;0.003;0.11;0;200;0
12;Jugos en polvo diet;0.4;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Licores;31;298;0.1;0.3;0.106;0.022;0.105;0;46.8;0;0.1;8;30;1;6;0.06;0.03;0.14;0;0;0.004;0.012;0;0;0
12;Refresco concentrado liquido;59.2;157.2;0.4;0;0.002;0.003;0.004;0;38.9;0.1;1.4;26;465;10;115;0.26;0.12;0.87;0;1;0.363;3.59;0;0;0
12;Achilata;59.2;157.2;0.4;0;0.002;0.003;0.004;0;38.9;0.1;1.4;26;465;10;115;0.26;0.12;0.87;0;1;0.363;3.59;0;0;0
12;Jugos congelados en sachet;59.2;157.2;0.4;0;0.002;0.003;0.004;0;38.9;0.1;1.4;26;465;10;115;0.26;0.12;0.87;0;1;0.363;3.59;0;0;0
12;Sidra;90.13;55;0.38;0;0;0;0;0;4;0;0.19;6;81;8;13;0.34;0.06;0.07;1;0;0.004;0.015;0.01;0;0
12;Vermoth;70;174;0;0;0;0;0;0;12;0;0;2;28;6;6.72;0.11;0.02;0;0;0;0;0;0;0;0
12;Vino;87.1;79;0.2;0;0;0;0;0;3.2;0;0.2;6;84;8;13;0.35;0.06;0.07;1;0;0.004;0.016;0.01;0;0
1;Cabra;75.84;103.19;20.6;2.31;0.71;1.03;0.17;57;0;0;1.11;82;385;13;180;2.83;4;3.75;5;0;0.11;0.49;1.13;0;0
1;Carpincho;60.7;249.7;19.9;18.9;7.156;9.17;2.208;73;0;0;0.5;99;380;2;233;1.39;2.42;11.6;4;2;0.584;0.089;0.65;0;0
1;Cerdo promedio;60.7;249.7;19.9;18.9;7.156;9.17;2.208;73;0;0;0.5;99;380;2;233;1.39;2.42;11.6;4;2;0.584;0.089;0.65;0;0
1;Chorizo;39.8;454.2;13;44.2;14.5;18.5;5.7;68;1.1;0;1.9;770;150;18;108;0.9;1.6;2.7;4;0;0.107;0.162;0.99;0;0
1;Jamón cocido;60.4;210.8;20.3;14.4;4.803;6.4;1.482;57;0;0;4.9;1900;107;15;143;7.45;1.97;5.05;4;0;0.887;0.215;0.84;0;0
1;Jamón crudo;28.9;473.4;18;44.6;14.5;18.5;5.7;68;0;0;8.5;2940;219;11;152;4.02;2.2;3.72;5.5;0;0.147;0.223;1.36;0;0
1;Panceta;14.3;674;8.3;70.8;21.3;26.3;6.8;67;0.9;0;6.6;1780;17;37;38;1.27;1.2;2.8;2;0;0.4;0.1;2.76;0;0
1;Chinchulines;84.16;81.49;12.07;3.69;1.291;1.533;0.18;122;0;0;0.55;97;67;69;64;0.6;1.42;0.88;5;0;0;0.064;1.39;0;0
1;Conejo;72.82;130.15;20.05;5.55;1.66;1.5;1.08;57;0;0;0.72;41;330;13;213;1.57;1.57;7.27;8;0;0.1;0.15;7.16;0;0
1;Cordero promedio;77;99.1;18.7;2.7;1.14;1.28;0.29;67;0;0;2.2;97;361;13;170;1.7;5.8;10.6;21.3;0;0.1;0.111;2.38;0;0
1;Hamburguesas industrializadas de pollo;67.88;181.32;19.5;10.68;2.98;4.33;2.275;74;1.8;0;0.93;71;209;10.5;161;0.88;1.28;7.67;7;31;0.065;0.124;0.33;0;0
1;Hamburguesas industrializadas de carne vacuna;65.72;209.36;18.59;15;5.866;6.555;0.377;68;0;0;0.91;66;295;15;171;2.09;4.48;4.65;6;0;0.042;0.152;2.17;0;0
1;Hígado;69.7;131.6;19.7;3.2;1.245;0.483;0.469;278;6;0;1.4;86;320;4;376;9.95;4.04;12.7;295;5047;0.187;2.3;59.9;0;0
1;Lengua;64.53;219.13;14.9;16.09;7;7.24;0.9;87;3.68;0;0.8;69;315;6;133;2.95;2.87;4.24;7;0;0.12;0.34;3.79;0;0
1;Mollejas;67.8;231.87;12.18;20.35;7.01;7.05;3.8;223;0;0;1.38;96;360;7;393;2.1;2.06;3.45;2;0;0.109;0.345;2.13;0;0
1;Mondongo;84.16;81.49;12.07;3.69;1.291;1.533;0.18;122;0;0;0.55;97;67;69;64;0.59;1.42;0.88;5;0;0;0.01;1.39;0;0
1;Morcilla;47.3;374.06;14.6;34.5;13.4;15.9;3.46;120;1.29;0;2.31;680;38;6;22;6.4;1.3;1.2;5;0;0.07;0.13;1;0;0
1;Mortadela;62.7;234.2;12.7;19;8.005;9.152;0.723;37;3.1;0;0;1128;147;9;178;1;1.83;2.5;5;0;0.05;0.1;1.4;0;0
1;Pate;53.9;314.8;14.2;28;9.57;12.36;3.16;255;1.5;0;2.2;697;138;70;200;5.5;2.85;3.3;60;991;0.03;1;3.2;0;0
1;Picadillo;53.9;314.8;14.2;28;9.57;12.36;3.16;255;1.5;0;2.2;697;138;70;200;5.5;2.85;3.3;60;991;0.03;1;3.2;0;0
1;Pato;73.77;126.67;18.28;5.95;2.32;1.54;0.75;77;0;0;1.06;74;271;11;203;2.4;1.9;5.3;25;24;0.36;0.45;0.4;0;0
1;Pavo;74.16;112.82;21.77;2.86;0.95;0.61;0.83;65;0;0;0.97;70;296;14;195;1.45;2.37;4.54;9;0;0.07;0.17;0.43;0;0
1;Pollo con piel;69.68;174.12;19.5;10.68;2.98;4.33;2.275;74;0;0;0.93;71;209;10.5;161;0.88;1.28;7.67;7;31;0.065;0;0.33;0;0
1;Pollo menudos;74.87;118.95;17.88;4.47;1.36;1.12;1.09;262;1.8;0;0.99;77;228;10;197;5.86;3.32;6.66;345;2657;0.088;1;11.41;0;0
1;Pollo sin piel;75.44;109.12;21.61;2.52;0.65;0.74;0.61;69;0;0;0.98;75;242;11;181;0.87;1.43;8.63;7;12;0.75;0;0.37;0;0
1;Vizcacha;75.44;109.12;21.61;2.52;0.65;0.74;0.61;69;0;0;0.98;75;242;11;181;0.87;1.43;8.63;7;12;0.75;0;0.37;0;0
1;Jacare;75.44;109.12;21.61;2.52;0.65;0.74;0.61;69;0;0;0.98;75;242;11;181;0.87;1.43;8.63;7;12;0.75;0;0.37;0;0
1;Garza;75.44;109.12;21.61;2.52;0.65;0.74;0.61;69;0;0;0.98;75;242;11;181;0.87;1.43;8.63;7;12;0.75;0;0.37;0;0
1;Perdiz;75.44;109.12;21.61;2.52;0.65;0.74;0.61;69;0;0;0.98;75;242;11;181;0.87;1.43;8.63;7;12;0.75;0;0.37;0;0
1;Charata(ave);75.44;109.12;21.61;2.52;0.65;0.74;0.61;69;0;0;0.98;75;242;11;181;0.87;1.43;8.63;7;12;0.75;0;0.37;0;0
1;Lampalagua (serpiente);75.44;109.12;21.61;2.52;0.65;0.74;0.61;69;0;0;0.98;75;242;11;181;0.87;1.43;8.63;7;12;0.75;0;0.37;0;0
1;Queso de Cerdo;22.19;652.01;6.38;69.61;25.26;32.89;8.11;90;0;0;0.32;25;148;4;86;0.4;0.84;4.54;1;3;0.39;0;0.82;0;0
1;Riñón;77.89;98.61;17.4;3.09;0.868;0.586;0.545;411;0.3;0;1.33;182;262;13;257;4.6;1.92;8.03;98;419;0.357;2.84;27.5;0;0
1;Salame;34.7;411.35;22.86;34.39;12.2;17.1;3.21;79;2.6;0;5.47;1860;378;8;142;1.51;3.23;4.87;2;0;0.6;0.285;1.9;0;0
1;Salchicha de viena;55.96;301.68;11.53;27.64;10.77;13.67;2.73;50;1.7;0;3.15;1120;167;11;86;1.15;1.84;2.63;4;18;0.199;0.12;1.3;0;0
1;Salchicha parrillera;39.8;454.2;13;44.2;14.5;18.5;5.7;68;1.1;0;1.9;770;150;18;108;0.9;1.6;2.7;4;0;0.107;0.162;0.99;0;0
1;Sesos;76.29;140.54;10.86;10.3;2.919;2.399;0.458;3010;1.1;0;1.51;126;274;43;362;2.55;1.02;3.55;3;7;0.092;0.199;9.51;0;0
1;Ubre;65.2;230.2;15.7;18.6;6.41;6.44;3.47;205;0;0;1.3;67;276;9;327;2.22;2.58;4.45;3;0;0.14;0.445;14;0;0
1;Vacuno, asado vacio;65.7;209.4;18.6;15;5.866;6.555;0.377;68;0;0;0.91;66;295;15;180;2.24;4;5.07;6;0;0.042;0.156;2.17;0;0
1;Vacuno, carne picada comun;65.7;209.4;18.6;15;5.866;6.555;0.377;68;0;0;0.91;66;295;15;180;2.24;4;5.07;6;0;0.042;0.156;2.17;0;0
1;Vacuno, aguja;65.7;209.4;18.6;15;5.866;6.555;0.377;68;0;0;0.91;66;295;15;180;2.24;4;5.07;6;0;0.042;0.156;2.17;0;0
1;Vacuno, falda;65.7;209.4;18.6;15;5.866;6.555;0.377;68;0;0;0.91;66;295;15;180;2.24;4;5.07;6;0;0.042;0.156;2.17;0;0
1;Vacuno, alita;65.7;209.4;18.6;15;5.866;6.555;0.377;68;0;0;0.91;66;295;15;180;2.24;4;5.07;6;0;0.042;0.156;2.17;0;0
1;Vacuno, duro;65.7;209.4;18.6;15;5.866;6.555;0.377;68;0;0;0.91;66;295;15;180;2.24;4;5.07;6;0;0.042;0.156;2.17;0;0
1;Vacuno, matambre;65.7;209.4;18.6;15;5.866;6.555;0.377;68;0;0;0.91;66;295;15;180;2.24;4;5.07;6;0;0.042;0.156;2.17;0;0
1;Vacuno, bola de lomo;73.28;130.64;21.41;5;2.219;2.136;0.221;62;0;0;1.05;66;346;9;198;2.38;5.09;5.49;3;0;0.041;0.161;2.24;0;0
1;Vacuno, nalga;73.28;130.64;21.41;5;2.219;2.136;0.221;62;0;0;1.05;66;346;9;198;2.38;5.09;5.49;3;0;0.041;0.161;2.24;0;0
1;Vacuno, peceto;73.28;130.64;21.41;5;2.219;2.136;0.221;62;0;0;1.05;66;346;9;198;2.38;5.09;5.49;3;0;0.041;0.161;2.24;0;0
1;Vacuno, paleta;73.28;130.64;21.41;5;2.219;2.136;0.221;62;0;0;1.05;66;346;9;198;2.38;5.09;5.49;3;0;0.041;0.161;2.24;0;0
